Type,Rating
Free,4.3
Free,4
Free,4.5
Free,3.9
Free,3.7
Free,3.8
Free,4.7
Free,NaN
Free,3.4
Free,4.5
Free,4.1
Free,4.3
Free,4.6
Free,4.3
Free,4.3
Free,4
Free,NaN
Free,3.5
Free,2.3
Free,NaN
Free,3.9
Free,4.5
Free,4.6
Free,4.4
Free,3.1
Free,4.3
Free,5
Free,NaN
Free,4.2
Free,3.8
Free,3.3
Free,NaN
Free,5
Free,1
Free,4.5
Free,4.6
Free,4.3
Free,4.1
Free,4.5
Free,4.2
Free,3.7
Free,4.1
Free,3.9
Free,4.5
Free,3.6
Free,3.2
Free,3.5
Free,3.7
Free,4.8
Free,4.1
Free,4.4
Free,4.3
Free,NaN
Free,4
Free,3.1
Free,4.2
Free,4.1
Free,3.5
Free,4.3
Free,3.8
Free,4.3
Free,4.8
Free,2.3
Free,4.3
Free,4.4
Free,3.6
Free,5
Free,NaN
Free,4.3
Free,4.2
Free,4.3
Free,4.7
Free,3.9
Free,4.4
Free,4.4
Free,4.3
Free,2.6
Free,4.3
Free,NaN
Free,3.8
Free,4.2
Free,4.2
Free,4.1
Free,4
Free,4.4
Free,4.7
Free,2.6
Free,4.3
Free,5
Free,3.7
Free,4.3
Free,4.1
Free,4.3
Free,3.8
Free,4.5
Free,5
Free,NaN
Free,NaN
Free,3.9
Free,3.8
Free,4.6
Free,NaN
Free,4.6
Free,4.7
Free,5
Free,NaN
Free,4.5
Free,NaN
Free,4.3
Free,3.5
Free,NaN
Free,4.8
Free,3.9
Free,NaN
Free,4.5
Free,5
Free,5
Free,3.6
Free,NaN
Free,4.3
Free,4
Free,4.5
Free,4.6
Free,4.7
Free,3.8
Free,3.4
Free,4.7
Free,4
Free,4.6
Free,2
Free,4.3
Free,2
Free,3.6
Free,4.7
Free,3.5
Free,4
Free,3.5
Free,4.3
Free,4.1
Free,4.6
Free,3.8
Free,4.3
Free,3.8
Free,1
Free,3.8
Free,3.3
Free,4.8
Free,3
Free,4
Free,3.8
Free,4.3
Free,3.9
Free,4.2
Free,4.6
Free,4
Free,4.5
Free,4.6
Free,4.6
Free,4.5
Free,3.7
Free,4.4
Free,4.6
Free,3.9
Free,4.4
Free,4.5
Free,4.5
Free,4.3
Free,3.7
Free,3.9
Free,3.9
Free,4.3
Free,4.1
Free,4.1
Free,4.4
Free,4.4
Free,4.2
Free,4.5
Free,4.6
Free,4.4
Free,4.4
Free,3.8
Free,2.6
Free,4.2
Free,4.4
Free,4.2
Free,4
Free,4.2
Free,4
Free,4.4
Free,4.5
Free,3.2
Free,4.3
Free,3.4
Free,4.4
Free,4.3
Free,NaN
Free,4.3
Free,3.6
Free,4.6
Free,4.2
Free,4
Free,4.4
Free,4.5
Free,3.2
Free,1.7
Free,2.2
Free,3.8
Free,NaN
Free,4.4
Free,4.5
Free,4.6
Free,4.4
Free,3.5
Free,3.8
Free,NaN
Free,NaN
Free,4.5
Free,NaN
Free,3.7
Free,NaN
Free,3.9
Free,3
Free,4.4
Free,3.9
Free,3.3
Free,4.1
Free,3
Free,4.2
Free,4.2
Free,4.2
Free,4
Free,4
Free,3.2
Free,4.6
Free,3.2
Free,4.1
Free,3.3
Free,4.4
Free,4
Free,4.2
Free,4.1
Free,4.3
Free,3.3
Free,4.7
Free,4.4
Free,3.1
Free,3.1
Free,3.3
Free,3.9
Free,3.4
Free,3.9
Free,4.4
Free,3.7
Free,4.5
Free,4.7
Free,NaN
Free,4.6
Free,NaN
Free,5
Free,3
Free,NaN
Free,3.9
Free,NaN
Free,5
Free,3.9
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,3.8
Free,NaN
Free,3.6
Free,3.8
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,4.4
Free,4.5
Free,4
Free,4.8
Free,4.7
Free,4.7
Free,4.5
Free,4
Free,NaN
Free,3.2
Free,NaN
Free,NaN
Free,4.7
Free,4.5
Free,NaN
Free,4.5
Free,4.9
Free,4.2
Free,5
Free,5
Free,NaN
Free,5
Free,NaN
Free,NaN
Free,4.2
Free,4.7
Free,NaN
Free,NaN
Free,4.5
Free,NaN
Free,NaN
Free,NaN
Free,4.5
Free,4.5
Free,3.8
Free,4.5
Free,NaN
Free,4.3
Free,3.9
Free,3.9
Free,4.2
Free,4.5
Free,4.1
Free,4.4
Free,4.1
Free,4.6
Free,3.3
Free,4.5
Free,2.2
Free,4.4
Free,3.9
Free,4.5
Free,2.8
Free,3.3
Free,4.5
Free,3.2
Free,4.4
Free,4.1
Free,5
Free,NaN
Free,NaN
Free,4.3
Free,4.6
Free,NaN
Free,NaN
Free,3.7
Free,4.9
Free,4.3
Free,5
Free,NaN
Free,2.9
Free,4.4
Free,NaN
Free,4.6
Free,4.5
Free,4
Free,NaN
Free,3.5
Free,4.8
Free,3.5
Free,4.7
Free,4.6
Free,4.3
Free,4.7
Free,4.4
Free,4
Free,3.5
Free,4.6
Free,3.9
Free,3.5
Free,4.6
Free,4.2
Free,4.4
Free,4.6
Free,4
Free,4.2
Free,4.1
Free,4.3
Free,4.4
Free,4.5
Free,4.1
Free,4.2
Free,4
Free,3.6
Free,3.3
Free,4.7
Free,4.6
Free,4.5
Free,3.9
Free,4.3
Free,NaN
Free,3.9
Free,4.3
Free,NaN
Free,NaN
Free,3.7
Free,4.6
Free,4.6
Free,2.7
Free,NaN
Free,NaN
Free,4.2
Free,1.9
Free,4.6
Free,NaN
Free,4.2
Free,4.4
Free,4.2
Free,3.9
Free,2.4
Free,5
Free,3.9
Free,NaN
Free,3.7
Free,5
Free,4
Free,4.1
Free,4.8
Free,4.5
Free,3.5
Free,NaN
Free,NaN
Free,4.5
Free,4.5
Free,4.2
Free,4.3
Free,4.4
Free,4.4
Free,4.3
Free,4.5
Free,4.3
Free,4.3
Free,4.2
Free,4.9
Free,4.1
Free,1.4
Free,4
Free,5
Free,4.3
Free,NaN
Free,4.2
Free,4.3
Free,3.8
Free,4.1
Free,4.2
Free,4.3
Free,4.1
Free,4.3
Free,3.6
Free,4.3
Free,4.6
Free,4.4
Free,5
Free,4.4
Free,4.5
Free,NaN
Free,4.7
Free,NaN
Free,5
Free,NaN
Free,3.4
Free,3.1
Free,4.3
Free,4.4
Free,4.3
Free,4.2
Free,4
Free,4.5
Free,4
Free,4.1
Free,3.8
Free,4.3
Free,4.6
Free,4.1
Free,4.3
Free,4.3
Free,4.2
Free,4.3
Free,4.4
Free,4.4
Free,3.9
Free,4.3
Free,4.5
Free,4.3
Free,3.5
Free,4.2
Free,4.1
Free,4.1
Free,4.7
Free,4.5
Free,3.3
Free,4.2
Free,NaN
Free,NaN
Free,4.2
Free,NaN
Free,4.3
Free,4.3
Free,4
Free,4.7
Free,5
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,5
Free,4.9
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,4.3
Free,NaN
Free,NaN
Free,4
Free,NaN
Free,NaN
Free,4.1
Free,4.3
Free,NaN
Free,NaN
Free,NaN
Free,4.5
Free,NaN
Free,3.9
Free,3.7
Free,3.6
Free,2.1
Free,4.7
Free,3.2
Free,4.3
Free,3
Free,3.9
Free,3.3
Free,4.3
Free,4
Free,2.8
Free,4.4
Free,5
Free,3.9
Free,4.2
Free,4.8
Free,4
Free,NaN
Free,3
Free,4.5
Free,2.6
Free,5
Free,NaN
Free,NaN
Free,5
Free,4.1
Free,NaN
Free,4.5
Free,5
Free,4.7
Free,4.5
Free,4.4
Free,4.4
Free,4.3
Free,4.2
Free,3
Free,4.1
Free,4.2
Free,4.2
Free,4
Free,4.3
Free,4.1
Free,3.6
Free,4.3
Free,5
Free,4.2
Free,3.9
Free,NaN
Free,4.1
Free,3.8
Free,5
Free,3.7
Free,4.3
Free,4.2
Free,4.3
Free,2.5
Free,4.3
Free,4.4
Free,NaN
Free,4.3
Free,4.2
Free,4.6
Free,4
Free,2.9
Free,NaN
Free,4.5
Free,4.7
Free,3.8
Free,NaN
Free,4.7
Free,3.9
Free,4.5
Free,4.7
Free,4.5
Free,4.2
Free,4.3
Free,4.4
Free,4.8
Free,4.2
Free,4.1
Free,4.5
Free,4.5
Free,4.4
Free,4.1
Free,4.3
Free,4.7
Free,4.4
Free,4.2
Free,4.3
Free,4.5
Free,4.3
Free,4.8
Free,4.5
Free,4.6
Free,4.7
Free,4.4
Free,4.1
Free,4.3
Free,4.2
Free,4.2
Free,3.6
Free,2.8
Free,3.9
Free,3.8
Free,4.4
Free,3.7
Free,2.7
Free,3.8
Free,3.2
Free,3.9
Free,2.3
Free,4.1
Free,4.3
Free,3.1
Free,4.1
Free,4.4
Free,3.2
Free,4.5
Free,3.7
Free,NaN
Free,NaN
Free,4.4
Free,4.5
Free,5
Free,4.8
Free,NaN
Free,4.6
Free,4
Free,4.1
Free,NaN
Free,4.1
Free,NaN
Free,NaN
Free,4.8
Free,NaN
Free,NaN
Free,NaN
Free,4.3
Free,2.8
Free,NaN
Free,NaN
Free,4.5
Free,4.2
Free,4.3
Free,3.8
Free,3.8
Free,4.2
Free,3.8
Free,4
Free,4
Free,4.6
Free,4
Free,4.3
Free,4.3
Free,3.9
Free,4
Free,4.1
Free,3.9
Free,4.2
Free,4.3
Free,4.5
Free,4.4
Free,4.1
Free,4.2
Free,4.5
Free,4.6
Free,4.1
Free,3.9
Free,4.7
Free,3.9
Free,4.3
Free,2.9
Free,4.4
Free,3.7
Free,4.4
Free,4.1
Free,NaN
Free,2.8
Free,4.9
Free,3.4
Free,2.8
Free,2.5
Free,4.7
Free,NaN
Free,3.2
Free,4.3
Free,3.9
Free,3.6
Free,3.2
Free,NaN
Free,3.5
Free,3.3
Free,NaN
Free,NaN
Free,NaN
Free,2.4
Free,4.4
Free,5
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,5
Free,NaN
Free,3.3
Free,2.9
Free,4.1
Free,4.6
Free,NaN
Free,2.2
Free,5
Free,2.5
Free,NaN
Free,3
Free,3.7
Free,5
Free,NaN
Free,NaN
Free,NaN
Free,5
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,4.1
Free,2.6
Free,4.6
Free,4.5
Free,NaN
Free,4.5
Free,NaN
Free,3.3
Free,4.4
Free,4.7
Free,4
Free,4.5
Free,4.3
Free,4.6
Free,4.7
Free,4.4
Free,4
Free,4.2
Free,4.3
Free,4.1
Free,4.5
Free,4.3
Free,4.3
Free,4.7
Free,4.1
Free,4.3
Free,4.4
Free,3.1
Free,4
Free,4.5
Free,4.5
Free,4.4
Free,4.2
Free,4.6
Free,4.4
Free,4.6
Free,4
Free,4.6
Free,4.3
Free,4.3
Free,3.9
Free,4.5
Free,4.7
Free,4.3
Free,4.6
Free,4.6
Free,4.2
Free,4.3
Free,4.6
Free,4.2
Free,4.1
Free,4.6
Free,4.4
Free,3.7
Free,4.4
Free,3.9
Free,4.3
Free,4.3
Free,4.3
Free,4.5
Free,4.5
Free,4.5
Free,4.5
Free,4.7
Free,4.3
Free,4.4
Free,4.5
Free,4.3
Free,4.3
Free,4.2
Free,4.2
Free,4.3
Free,4.2
Free,4.7
Free,4.1
Free,4.3
Free,4.1
Free,3.8
Free,4.5
Free,4.1
Free,NaN
Free,4.3
Free,4.5
Free,4.1
Free,4.4
Free,4.3
Free,4.4
Free,4.3
Free,NaN
Free,4.1
Free,4.6
Free,4.7
Free,4.2
Free,3.7
Free,4.7
Free,4.4
Free,4.7
Free,4.2
Free,4.6
Free,4.5
Free,4.8
Free,3.7
Free,4.3
Free,4.2
Free,3.6
Free,4.1
Free,2.3
Free,4.3
Free,4.6
Free,4
Free,4.3
Free,3.6
Free,4
Free,NaN
Free,2.8
Free,3.8
Free,4.1
Free,3.4
Free,4.5
Free,3.1
Free,4.6
Free,3.3
Free,3.9
Free,4.2
Free,4.9
Free,3.9
Free,3.4
Free,3.7
Free,4.2
Free,3.8
Free,4.6
Free,4.4
Free,4
Free,4.2
Free,NaN
Free,4.2
Free,4.5
Free,4.4
Free,4.6
Free,4.5
Free,3.7
Free,4.1
Free,4.2
Free,4
Free,4.5
Free,4.6
Free,4.5
Free,4.4
Free,3.3
Free,4.2
Free,4.2
Free,4
Free,4
Free,4
Free,3.5
Free,4.5
Free,3.9
Free,3.9
Free,4.3
Free,4.1
Free,4
Free,4.3
Free,4.5
Free,3.7
Free,3.8
Free,3.4
Free,4.3
Free,4.4
Free,4.1
Free,4.4
Free,4
Free,3.9
Free,3.3
Free,4
Free,4.1
Free,4.1
Free,3.4
Free,3.4
Free,4.1
Free,4
Free,3.4
Free,3.2
Free,3.8
Free,3.8
Free,3.9
Free,3.6
Free,3.8
Free,3.9
Free,3.2
Free,1
Free,4.6
Free,NaN
Free,4.9
Free,2.6
Free,3.9
Free,NaN
Free,3.5
Free,3.2
Free,NaN
Free,3.3
Free,NaN
Free,NaN
Free,3.8
Free,3.9
Free,4.6
Free,1.8
Free,NaN
Free,4.3
Free,NaN
Free,4.8
Free,3.7
Free,4.1
Free,4.6
Free,4
Free,NaN
Free,4.8
Free,NaN
Free,4
Free,NaN
Free,3
Free,4.6
Free,1.6
Free,3.8
Free,1.7
Free,5
Free,4.6
Free,4.4
Free,4.5
Free,3.8
Free,4
Free,4.1
Free,NaN
Free,5
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,5
Free,1
Free,NaN
Free,NaN
Free,4.4
Free,4.6
Free,2.4
Free,NaN
Free,4.5
Free,NaN
Free,NaN
Free,4.4
Free,5
Free,4.1
Free,3.9
Free,3.1
Free,4.7
Free,4.5
Free,3.5
Free,4.5
Free,4.6
Free,4.5
Free,4.5
Free,4.4
Free,4.3
Free,4.4
Free,4.2
Free,4.6
Free,4.5
Free,3.8
Free,4.3
Free,4.6
Free,4.3
Free,3.6
Free,4.2
Free,4.3
Free,4.7
Free,4.8
Free,3.1
Free,4.5
Free,4.4
Free,4.5
Free,4.5
Free,NaN
Free,4.7
Free,4.1
Free,4.4
Free,4.3
Free,4.6
Free,NaN
Free,4.7
Free,3.6
Free,3.7
Free,2.1
Free,2
Free,3.5
Free,4.3
Free,2.4
Free,4.5
Free,2.8
Free,NaN
Free,4.5
Free,NaN
Free,2.8
Free,3.9
Free,3.2
Free,3.1
Free,2.4
Free,4.6
Free,2.9
Free,4
Free,2.3
Free,2.9
Free,4.6
Free,4.3
Free,5
Free,4.2
Free,4.6
Free,4.5
Free,4.2
Free,4.8
Free,3.5
Free,4.6
Free,3.5
Free,3.6
Free,NaN
Free,5
Free,3
Free,NaN
Free,NaN
Free,2.9
Free,3.7
Free,4.6
Free,NaN
Free,4.2
Free,3.2
Free,2.5
Free,4.4
Free,4.3
Free,2.7
Free,4
Free,4.5
Free,3.4
Free,4.3
Free,4.3
Free,NaN
Free,4.3
Free,NaN
Free,NaN
Free,4
Free,4.9
Free,3.4
Free,4.9
Free,4.7
Free,4.8
Free,4.3
Free,4.3
Free,4
Free,NaN
Free,3.5
Free,NaN
Free,5
Free,4.7
Free,NaN
Free,4.2
Free,4.4
Free,4.2
Free,5
Free,NaN
Free,2
Free,NaN
Free,3.7
Free,NaN
Free,NaN
Free,NaN
Free,3.9
Free,4.5
Free,NaN
Free,NaN
Free,NaN
Free,3.1
Free,4.5
Free,NaN
Free,3.8
Free,4.5
Free,4.5
Free,4.6
Free,4.2
Free,4.5
Free,4.2
Free,4.2
Free,4.1
Free,4.3
Free,4.6
Free,4
Free,4.4
Free,NaN
Free,4.5
Free,4.6
Free,NaN
Free,4
Free,4.6
Free,4.5
Free,4.5
Free,NaN
Free,NaN
Free,4.8
Free,4
Free,5
Free,4
Free,4.5
Free,3.6
Free,4.2
Free,3
Free,3
Free,4
Free,3.4
Free,4.9
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,4
Free,4.4
Free,4.1
Free,4.4
Free,NaN
Free,4.5
Free,4.2
Free,3.9
Free,NaN
Free,3.6
Free,5
Free,4.4
Free,3.6
Free,4.7
Free,4.2
Free,4.5
Free,4.7
Free,NaN
Free,4.3
Free,4.2
Free,4.4
Free,4.7
Free,4.4
Free,4.1
Free,4.5
Free,4.1
Free,4
Free,NaN
Free,NaN
Free,4.3
Free,4.2
Free,NaN
Free,4.2
Free,NaN
Free,4.1
Free,4.2
Free,NaN
Free,5
Free,4
Free,4
Free,4.5
Free,NaN
Free,4.1
Free,NaN
Free,4.7
Free,4.4
Free,4.9
Free,3.6
Free,4.2
Free,NaN
Free,4.4
Free,NaN
Free,4.5
Free,4.2
Free,NaN
Free,NaN
Free,4.2
Free,NaN
Free,4.5
Free,4.4
Free,4.4
Free,4.5
Free,4.5
Free,3.9
Free,4.3
Free,4.4
NaN,NaN
Free,4.5
Free,4
Free,4
Free,4.4
Free,2.5
Free,4.4
Free,3.8
Free,4.4
Free,4.2
Free,4.1
Free,4.2
Free,3.9
Free,4.5
Free,4.1
Free,4.3
Free,4.5
Free,3.4
Free,3.4
Free,4.2
Free,4.4
Free,3.5
Free,4.1
Free,4.6
Free,1.7
Free,3.3
Free,5
Free,4.8
Free,NaN
Free,4.6
Free,3.3
Free,NaN
Free,4.2
Free,NaN
Free,3.5
Free,3.7
Free,5
Free,NaN
Free,NaN
Free,4.6
Free,4.1
Free,3.5
Free,5
Free,NaN
Free,3.7
Free,4
Free,NaN
Free,NaN
Free,4.2
Free,NaN
Free,4.5
Free,3.8
Free,2.5
Free,4
Free,4
Free,4.1
Free,NaN
Free,NaN
Free,3.6
Free,3.4
Free,3.9
Free,4.6
Free,4.3
Free,4.7
Free,5
Free,3.9
Free,4.2
Free,4.3
Free,3.5
Free,NaN
Free,4.1
Free,4.2
Free,4.5
Free,3.8
Free,3.4
Free,NaN
Free,3.9
Free,4.5
Free,NaN
Free,NaN
Free,3
Free,NaN
Free,4.1
Free,4.6
Free,NaN
Free,3.9
Free,4.7
Free,4.5
Free,3.4
Free,5
Free,5
Free,5
Free,4
Free,NaN
Free,NaN
Free,4
Free,NaN
Free,4.9
Free,5
Free,NaN
Free,4.6
Free,NaN
Free,4.8
Free,4.1
Free,4.1
Free,NaN
Free,NaN
Free,4.7
Free,NaN
Free,5
Free,4.4
Free,3.3
Free,4
Free,3.5
Free,2.8
Free,NaN
Free,3.6
Free,3.2
Free,3.6
Free,3.7
Free,3.3
Free,3.1
Free,4.1
Free,3.1
Free,3.5
Free,3.6
Free,5
Free,2.3
Free,NaN
Free,3.1
Free,2.9
Free,3
Free,2.9
Free,3.9
Free,5
Free,NaN
Free,3.4
Free,5
Free,4.8
Free,NaN
Free,4.2
Free,NaN
Free,NaN
Free,NaN
Free,5
Free,NaN
Free,4.3
Free,4.7
Free,NaN
Free,4.4
Free,4.8
Free,NaN
Free,NaN
Free,4.1
Free,NaN
Free,4.6
Free,4.3
Free,4.6
Free,4
Free,2.9
Free,4.1
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,4.2
Free,NaN
Free,4.4
Free,2.4
Free,4.2
Free,NaN
Free,NaN
Free,NaN
Free,3.1
Free,NaN
Free,4.7
Free,3.4
Free,4.7
Free,4.7
Free,4.2
Free,5
Free,4.5
Free,4.3
Free,3.3
Free,4.4
Free,NaN
Free,4.2
Free,4.2
Free,4.7
Free,4.3
Free,4.8
Free,4.2
Free,4
Free,4.2
Free,4.1
Free,4.6
Free,3.8
Free,4.5
Free,4.4
Free,4.1
Free,4
Free,3.9
Free,3.5
Free,5
Free,4.6
Free,NaN
Free,3.6
Free,4.2
Free,NaN
Free,NaN
Free,3.8
Free,NaN
Free,3.4
Free,3.8
Free,4.2
Free,4.2
Free,3.7
Free,4
Free,4.4
Free,4.5
Free,3.7
Free,4.2
Free,3.9
Free,4
Free,3.7
Free,4.2
Free,4
Free,3.9
Free,4.1
Free,4.3
Free,4.5
Free,4.5
Free,3.3
Free,4.4
Free,4.2
Free,4.2
Free,4.1
Free,4.1
Free,4.4
Free,4.1
Free,3.9
Free,3.9
Free,4.4
Free,3.8
Free,3
Free,3.4
Free,4.3
Free,NaN
Free,5
Free,NaN
Free,4.1
Free,NaN
Free,2.4
Free,3.9
Free,NaN
Free,NaN
Free,NaN
Free,4
Free,NaN
Free,3
Free,NaN
Free,4.4
Free,3.4
Free,2.9
Free,5
Free,4.5
Free,3.7
Free,3
Free,NaN
Free,4
Free,3.2
Free,3.6
Free,3.2
Free,3.7
Free,4.7
Free,4.4
Free,3.9
Free,4.4
Free,4.3
Free,4.9
Free,2.6
Free,5
Free,4.1
Free,4
Free,4.1
Free,NaN
Free,3.3
Free,4.2
Free,4
Free,4.3
Free,NaN
Free,4.4
Free,5
Free,4.3
Free,4.4
Free,NaN
Free,NaN
Free,NaN
Free,3.9
Free,4.3
Free,4
Free,3.8
Free,NaN
Free,3.8
Free,4.4
Free,4.3
Free,3.9
Free,4.2
Free,3.8
Free,4.3
Free,3.8
Free,4.2
Free,4.5
Free,3.6
Free,NaN
Free,3.5
Free,4.4
Free,3.5
Free,4.1
Free,4.8
Free,4.4
Free,4.3
Free,4
Free,4.4
Free,3.5
Free,4.3
Free,4.4
Free,4.7
Free,5
Free,3.8
Free,5
Free,4.8
Free,4.9
Free,4.3
Free,NaN
Free,5
Free,NaN
Free,4.9
Free,4.9
Free,4.9
Free,4.5
Free,NaN
Free,4.5
Free,5
Free,5
Free,3
Free,NaN
Free,NaN
Free,4.9
Free,5
Free,5
Free,NaN
Free,4.1
Free,NaN
Free,4.1
Free,4.3
Free,4.3
Free,4.1
Free,4.7
Free,NaN
Free,4.9
Free,4
Free,5
Free,5
Free,NaN
Free,4.6
Free,4.2
Free,3.7
Free,5
Free,4.3
Free,4
Free,4.3
Free,4
Free,3.1
Free,3.4
Free,4.2
Free,4.2
Free,4.1
Free,3.4
Free,NaN
Free,4
Free,3.9
Free,4.8
Free,4.1
Free,4.3
Free,4.3
Free,4.4
Free,NaN
Free,4.4
Free,4.5
Free,4.5
Free,4.8
Free,4.4
Free,4.5
Free,4.6
Free,4.6
Free,NaN
Free,4.2
Free,4.2
Free,4.7
Free,4.5
Free,4.2
Free,4.2
Free,4.7
Free,4.1
Free,4.1
Free,4.6
Free,4.4
Free,4.5
Free,3.8
Free,3.9
Free,3.5
Free,3.8
Free,4.6
Free,3.7
Free,4.4
Free,3.6
Free,3.4
Free,4.3
Free,4.3
Free,4.5
Free,4.4
Free,4.5
Free,4.1
Free,4.4
Free,4.3
Free,4.5
Free,4.5
Free,4.2
Free,4.5
Free,4.3
Free,4.1
Free,4.6
Free,4.3
Free,4
Free,4.4
Free,4.4
Free,NaN
Free,4.6
Free,4.3
Free,4.3
Free,4.2
Free,4.5
Free,4
Free,4.6
Free,4.5
Free,3.8
Free,4.3
Free,4.3
Free,4.9
Free,4
Free,4.1
Free,4.5
Free,4.2
Free,4.4
Free,4.4
Free,4
Free,4.3
Free,4.3
Free,4.4
Free,4.4
Free,4
Free,4.7
Free,4.2
Free,4.5
Free,4.1
Free,4.4
Free,4.1
Free,4.3
Free,3.5
Free,NaN
Free,2.6
Free,4.2
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,5
Free,NaN
Free,4.3
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,NaN
Free,4.4
Free,4.3
Free,NaN
Free,4.1
Free,4.3
Free,4.5
Free,NaN
Free,4.6
Free,4.6
Free,4.3
Free,4.2
Free,4.5
Free,4.3
Free,4.5
Free,3.5
Free,4.3
Free,4.6
Free,4.5
Free,4.3
Free,NaN
Free,NaN
Free,NaN
Free,3.4
Free,4.3
Free,3.8
Free,NaN
Free,NaN
Free,5
Free,4.9
Free,NaN
Free,5
Free,NaN
Free,NaN
Free,4.2
Free,4.3
Free,2.3
Free,4.7
Free,NaN
Free,NaN
Free,4.4
Free,4.4
Free,4
Free,3.6
Free,NaN
Free,4.1
Free,4.6
Free,3.9
Free,4.4
Free,NaN
Free,3.9
Free,4.3
Free,4.1
Free,3.6
Free,3.5
Free,3.9
Free,3.9
Free,3.8
Free,4
Free,NaN
Free,4.5
Free,3.6
Free,3.9
Free,4.3
Free,4
Free,4.2
Free,3.7
Free,3.9
Free,4.2
Free,3.5
Free,4
Free,3.8
Free,4.1
Free,4.2
Free,4.1
Free,4.4
Free,3.7
Free,NaN
Free,4.7
Free,3.8
Free,4
Free,4.2
Free,3.8
Free,3.9
Free,4
Free,3.1
Free,5
